"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","01002","TOWN OF ADAMS - ADAMS COUNTY","21","21","0","0"
"2021 Spring Primary","01004","TOWN OF BIG FLATS - ADAMS COUNTY","16","0","0",""
"2021 Spring Primary","01006","TOWN OF COLBURN - ADAMS COUNTY","8","0","0",""
"2021 Spring Primary","01008","TOWN OF DELL PRAIRIE - ADAMS COUNTY","39","37","0","0"
"2021 Spring Primary","01010","TOWN OF EASTON - ADAMS COUNTY","40","0","0",""
"2021 Spring Primary","01012","TOWN OF JACKSON - ADAMS COUNTY","34","29","0","0"
"2021 Spring Primary","01016","TOWN OF LINCOLN - ADAMS COUNTY","10","0","0",""
"2021 Spring Primary","01018","TOWN OF MONROE - ADAMS COUNTY","11","6","0","0"
"2021 Spring Primary","01020","TOWN OF NEW CHESTER - ADAMS COUNTY","30","30","0","0"
"2021 Spring Primary","01022","TOWN OF NEW HAVEN - ADAMS COUNTY","20","20","0","0"
"2021 Spring Primary","01024","TOWN OF PRESTON - ADAMS COUNTY","39","0","0",""
"2021 Spring Primary","01026","TOWN OF QUINCY - ADAMS COUNTY","41","41","1","0"
"2021 Spring Primary","01028","TOWN OF RICHFIELD - ADAMS COUNTY","2","0","0",""
"2021 Spring Primary","01030","TOWN OF ROME - ADAMS COUNTY","108","108","0","0"
"2021 Spring Primary","01032","TOWN OF SPRINGVILLE - ADAMS COUNTY","44","0","0",""
"2021 Spring Primary","01034","TOWN OF STRONGS PRAIRIE - ADAMS COUNTY","24","0","0",""
"2021 Spring Primary","01126","VILLAGE OF FRIENDSHIP - ADAMS COUNTY","8","7","0","0"
"2021 Spring Primary","01201","CITY OF ADAMS - ADAMS COUNTY","85","85","0","0"
"2021 Spring Primary","02002","TOWN OF AGENDA - ASHLAND COUNTY","22","0","0",""
"2021 Spring Primary","02004","TOWN OF ASHLAND - ASHLAND COUNTY","19","0","0",""
"2021 Spring Primary","02006","TOWN OF CHIPPEWA - ASHLAND COUNTY","3","0","0",""
"2021 Spring Primary","02008","TOWN OF GINGLES - ASHLAND COUNTY","30","30","0","0"
"2021 Spring Primary","02010","TOWN OF GORDON - ASHLAND COUNTY","7","7","0","0"
"2021 Spring Primary","02012","TOWN OF JACOBS - ASHLAND COUNTY","10","0","0",""
"2021 Spring Primary","02014","TOWN OF LA POINTE - ASHLAND COUNTY","22","21","0","0"
"2021 Spring Primary","02016","TOWN OF MARENGO - ASHLAND COUNTY","9","0","0",""
"2021 Spring Primary","02018","TOWN OF MORSE - ASHLAND COUNTY","21","0","0",""
"2021 Spring Primary","02020","TOWN OF PEEKSVILLE - ASHLAND COUNTY","1","0","0",""
"2021 Spring Primary","02022","TOWN OF SANBORN - ASHLAND COUNTY","18","0","0",""
"2021 Spring Primary","02024","TOWN OF SHANAGOLDEN - ASHLAND COUNTY","6","0","0",""
"2021 Spring Primary","02026","TOWN OF WHITE RIVER - ASHLAND COUNTY","21","20","0","0"
"2021 Spring Primary","02106","VILLAGE OF BUTTERNUT - ASHLAND COUNTY","6","0","0",""
"2021 Spring Primary","02201","CITY OF ASHLAND - MULTIPLE COUNTIES","451","449","0","0"
"2021 Spring Primary","02251","CITY OF MELLEN - ASHLAND COUNTY","11","0","0",""
"2021 Spring Primary","03002","TOWN OF ALMENA - BARRON COUNTY","23","23","0","0"
"2021 Spring Primary","03004","TOWN OF ARLAND - BARRON COUNTY","5","0","0",""
"2021 Spring Primary","03006","TOWN OF BARRON - BARRON COUNTY","15","0","0",""
"2021 Spring Primary","03008","TOWN OF BEAR LAKE - BARRON COUNTY","12","12","0","0"
"2021 Spring Primary","03010","TOWN OF CEDAR LAKE - BARRON COUNTY","24","24","0","0"
"2021 Spring Primary","03012","TOWN OF CHETEK - BARRON COUNTY","2","2","0","0"
"2021 Spring Primary","03014","TOWN OF CLINTON - BARRON COUNTY","13","0","0",""
"2021 Spring Primary","03016","TOWN OF CRYSTAL LAKE - BARRON COUNTY","19","19","0","0"
"2021 Spring Primary","03018","TOWN OF CUMBERLAND - BARRON COUNTY","31","29","0","0"
"2021 Spring Primary","03020","TOWN OF DALLAS - BARRON COUNTY","15","15","0","0"
"2021 Spring Primary","03022","TOWN OF DOVRE - BARRON COUNTY","21","21","0","0"
"2021 Spring Primary","03024","TOWN OF DOYLE - BARRON COUNTY","8","8","0","0"
"2021 Spring Primary","03026","TOWN OF LAKELAND - BARRON COUNTY","19","19","0","0"
"2021 Spring Primary","03028","TOWN OF MAPLE GROVE - BARRON COUNTY","8","2","0","0"
"2021 Spring Primary","03030","TOWN OF MAPLE PLAIN - BARRON COUNTY","25","25","0","0"
"2021 Spring Primary","03032","TOWN OF OAK GROVE - BARRON COUNTY","25","25","0","0"
"2021 Spring Primary","03034","TOWN OF PRAIRIE FARM - BARRON COUNTY","7","0","0",""
"2021 Spring Primary","03036","TOWN OF PRAIRIE LAKE - BARRON COUNTY","61","61","0","0"
"2021 Spring Primary","03038","TOWN OF RICE LAKE - BARRON COUNTY","90","90","0","0"
"2021 Spring Primary","03040","TOWN OF SIOUX CREEK - BARRON COUNTY","16","0","0",""
"2021 Spring Primary","03042","TOWN OF STANFOLD - BARRON COUNTY","15","15","0","0"
"2021 Spring Primary","03044","TOWN OF STANLEY - BARRON COUNTY","58","57","0","0"
"2021 Spring Primary","03046","TOWN OF SUMNER - BARRON COUNTY","10","10","0","0"
"2021 Spring Primary","03048","TOWN OF TURTLE LAKE - BARRON COUNTY","7","0","0",""
"2021 Spring Primary","03050","TOWN OF VANCE CREEK - BARRON COUNTY","6","5","0","0"
"2021 Spring Primary","03101","VILLAGE OF ALMENA - BARRON COUNTY","9","0","0",""
"2021 Spring Primary","03111","VILLAGE OF CAMERON - BARRON COUNTY","20","20","0","0"
"2021 Spring Primary","03136","VILLAGE OF HAUGEN - BARRON COUNTY","7","7","0","0"
"2021 Spring Primary","03186","VILLAGE OF TURTLE LAKE - MULTIPLE COUNTIES","14","0","0",""
"2021 Spring Primary","03206","CITY OF BARRON - BARRON COUNTY","148","148","0","0"
"2021 Spring Primary","03211","CITY OF CHETEK - BARRON COUNTY","70","70","3","0"
"2021 Spring Primary","03212","CITY OF CUMBERLAND - BARRON COUNTY","129","129","0","0"
"2021 Spring Primary","03276","CITY OF RICE LAKE - BARRON COUNTY","289","288","0","0"
"2021 Spring Primary","04002","TOWN OF BARKSDALE - BAYFIELD COUNTY","20","0","0",""
"2021 Spring Primary","04004","TOWN OF BARNES - BAYFIELD COUNTY","35","35","0","0"
"2021 Spring Primary","04006","TOWN OF BAYFIELD - BAYFIELD COUNTY","40","0","0",""
"2021 Spring Primary","04008","TOWN OF BAYVIEW - BAYFIELD COUNTY","1","0","0",""
"2021 Spring Primary","04010","TOWN OF BELL - BAYFIELD COUNTY","21","0","0",""
"2021 Spring Primary","04012","TOWN OF CABLE - BAYFIELD COUNTY","52","0","0",""
"2021 Spring Primary","04014","TOWN OF CLOVER - BAYFIELD COUNTY","15","0","0",""
"2021 Spring Primary","04016","TOWN OF DELTA - BAYFIELD COUNTY","13","13","0","0"
"2021 Spring Primary","04018","TOWN OF DRUMMOND - BAYFIELD COUNTY","15","0","0",""
"2021 Spring Primary","04020","TOWN OF EILEEN - BAYFIELD COUNTY","18","0","0",""
"2021 Spring Primary","04021","TOWN OF GRAND VIEW - BAYFIELD COUNTY","17","17","0","0"
"2021 Spring Primary","04022","TOWN OF HUGHES - BAYFIELD COUNTY","13","0","0",""
"2021 Spring Primary","04024","TOWN OF IRON RIVER - BAYFIELD COUNTY","45","0","0",""
"2021 Spring Primary","04026","TOWN OF KELLY - BAYFIELD COUNTY","13","0","0",""
"2021 Spring Primary","04028","TOWN OF KEYSTONE - BAYFIELD COUNTY","7","0","0",""
"2021 Spring Primary","04030","TOWN OF LINCOLN - BAYFIELD COUNTY","11","0","0",""
"2021 Spring Primary","04032","TOWN OF MASON - BAYFIELD COUNTY","2","0","0",""
"2021 Spring Primary","04034","TOWN OF NAMAKAGON - BAYFIELD COUNTY","6","0","0",""
"2021 Spring Primary","04036","TOWN OF ORIENTA - BAYFIELD COUNTY","4","4","0","0"
"2021 Spring Primary","04038","TOWN OF OULU - BAYFIELD COUNTY","16","0","0",""
"2021 Spring Primary","04042","TOWN OF PORT WING - BAYFIELD COUNTY","13","0","0",""
"2021 Spring Primary","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","57","57","0","0"
"2021 Spring Primary","04048","TOWN OF TRIPP - BAYFIELD COUNTY","1","0","0",""
"2021 Spring Primary","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","20","0","0",""
"2021 Spring Primary","04151","VILLAGE OF MASON - BAYFIELD COUNTY","8","0","0",""
"2021 Spring Primary","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","33","33","0","0"
"2021 Spring Primary","04291","CITY OF WASHBURN - BAYFIELD COUNTY","142","140","0","0"
"2021 Spring Primary","05010","TOWN OF EATON - BROWN COUNTY","35","0","0",""
"2021 Spring Primary","05012","TOWN OF GLENMORE - BROWN COUNTY","36","0","0",""
"2021 Spring Primary","05014","TOWN OF GREEN BAY - BROWN COUNTY","78","0","0",""
"2021 Spring Primary","05018","TOWN OF HOLLAND - BROWN COUNTY","56","0","0",""
"2021 Spring Primary","05022","TOWN OF HUMBOLDT - BROWN COUNTY","33","0","0",""
"2021 Spring Primary","05024","TOWN OF LAWRENCE - BROWN COUNTY","249","245","0","0"
"2021 Spring Primary","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","451","446","0","0"
"2021 Spring Primary","05026","TOWN OF MORRISON - BROWN COUNTY","39","0","0",""
"2021 Spring Primary","05028","TOWN OF NEW DENMARK - BROWN COUNTY","33","0","0",""
"2021 Spring Primary","05030","TOWN OF PITTSFIELD - BROWN COUNTY","113","0","0",""
"2021 Spring Primary","05034","TOWN OF ROCKLAND - BROWN COUNTY","27","27","0","0"
"2021 Spring Primary","05036","TOWN OF SCOTT - BROWN COUNTY","146","146","0","0"
"2021 Spring Primary","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","80","80","0","0"
"2021 Spring Primary","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","751","740","0","0"
"2021 Spring Primary","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","815","813","0","0"
"2021 Spring Primary","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","796","776","0","0"
"2021 Spring Primary","05116","VILLAGE OF DENMARK - BROWN COUNTY","75","74","0","0"
"2021 Spring Primary","05126","VILLAGE OF HOBART - BROWN COUNTY","501","497","0","0"
"2021 Spring Primary","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","1019","1013","1","0"
"2021 Spring Primary","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","167","0","0",""
"2021 Spring Primary","05178","VILLAGE OF SUAMICO - BROWN COUNTY","555","544","0","0"
"2021 Spring Primary","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","63","63","0","0"
"2021 Spring Primary","05216","CITY OF DE PERE - BROWN COUNTY","1260","1235","0","0"
"2021 Spring Primary","05231","CITY OF GREEN BAY - BROWN COUNTY","6439","6391","0","0"
"2021 Spring Primary","06002","TOWN OF ALMA - BUFFALO COUNTY","4","0","0",""
"2021 Spring Primary","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","11","6","0","0"
"2021 Spring Primary","06006","TOWN OF BUFFALO - BUFFALO COUNTY","11","0","0",""
"2021 Spring Primary","06008","TOWN OF CANTON - BUFFALO COUNTY","3","0","0",""
"2021 Spring Primary","06010","TOWN OF CROSS - BUFFALO COUNTY","9","0","0",""
"2021 Spring Primary","06012","TOWN OF DOVER - BUFFALO COUNTY","5","0","0",""
"2021 Spring Primary","06014","TOWN OF GILMANTON - BUFFALO COUNTY","11","0","0",""
"2021 Spring Primary","06016","TOWN OF GLENCOE - BUFFALO COUNTY","3","0","0",""
"2021 Spring Primary","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","19","17","0","0"
"2021 Spring Primary","06022","TOWN OF MILTON - BUFFALO COUNTY","6","0","0",""
"2021 Spring Primary","06026","TOWN OF MONDOVI - BUFFALO COUNTY","6","0","0",""
"2021 Spring Primary","06030","TOWN OF NAPLES - BUFFALO COUNTY","13","0","0",""
"2021 Spring Primary","06032","TOWN OF NELSON - BUFFALO COUNTY","8","0","0",""
"2021 Spring Primary","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","7","0","0",""
"2021 Spring Primary","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","7","0","0",""
"2021 Spring Primary","06154","VILLAGE OF NELSON - BUFFALO COUNTY","1","0","0",""
"2021 Spring Primary","06201","CITY OF ALMA - BUFFALO COUNTY","34","0","0",""
"2021 Spring Primary","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","25","0","0",""
"2021 Spring Primary","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","26","0","0",""
"2021 Spring Primary","06251","CITY OF MONDOVI - BUFFALO COUNTY","78","0","0",""
"2021 Spring Primary","07002","TOWN OF ANDERSON - BURNETT COUNTY","7","0","0",""
"2021 Spring Primary","07004","TOWN OF BLAINE - BURNETT COUNTY","4","0","0",""
"2021 Spring Primary","07006","TOWN OF DANIELS - BURNETT COUNTY","25","25","0","0"
"2021 Spring Primary","07008","TOWN OF DEWEY - BURNETT COUNTY","9","9","0","0"
"2021 Spring Primary","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","21","0","0",""
"2021 Spring Primary","07012","TOWN OF JACKSON - BURNETT COUNTY","42","0","0",""
"2021 Spring Primary","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","17","0","0",""
"2021 Spring Primary","07016","TOWN OF LINCOLN - BURNETT COUNTY","14","0","0",""
"2021 Spring Primary","07018","TOWN OF MEENON - BURNETT COUNTY","33","0","0",""
"2021 Spring Primary","07020","TOWN OF OAKLAND - BURNETT COUNTY","44","37","0","0"
"2021 Spring Primary","07024","TOWN OF RUSK - BURNETT COUNTY","9","0","0",""
"2021 Spring Primary","07026","TOWN OF SAND LAKE - BURNETT COUNTY","22","22","0","0"
"2021 Spring Primary","07028","TOWN OF SCOTT - BURNETT COUNTY","20","0","0",""
"2021 Spring Primary","07030","TOWN OF SIREN - BURNETT COUNTY","42","0","0",""
"2021 Spring Primary","07032","TOWN OF SWISS - BURNETT COUNTY","36","36","0","0"
"2021 Spring Primary","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","18","17","0","0"
"2021 Spring Primary","07036","TOWN OF UNION - BURNETT COUNTY","17","0","0",""
"2021 Spring Primary","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","15","15","0","0"
"2021 Spring Primary","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","8","0","0",""
"2021 Spring Primary","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","21","21","0","0"
"2021 Spring Primary","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","45","44","0","0"
"2021 Spring Primary","07181","VILLAGE OF SIREN - BURNETT COUNTY","28","28","0","0"
"2021 Spring Primary","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","31","31","0","0"
"2021 Spring Primary","08002","TOWN OF BRILLION - CALUMET COUNTY","28","0","0",""
"2021 Spring Primary","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","33","31","0","0"
"2021 Spring Primary","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","17","0","0",""
"2021 Spring Primary","08008","TOWN OF CHILTON - CALUMET COUNTY","18","0","0",""
"2021 Spring Primary","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","45","45","0","0"
"2021 Spring Primary","08014","TOWN OF RANTOUL - CALUMET COUNTY","12","12","0","0"
"2021 Spring Primary","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","50","49","0","0"
"2021 Spring Primary","08018","TOWN OF WOODVILLE - CALUMET COUNTY","14","14","0","0"
"2021 Spring Primary","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","361","358","0","0"
"2021 Spring Primary","08136","VILLAGE OF HILBERT - CALUMET COUNTY","23","23","0","0"
"2021 Spring Primary","08160","VILLAGE OF POTTER - CALUMET COUNTY","3","0","0",""
"2021 Spring Primary","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","107","0","0",""
"2021 Spring Primary","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","31","31","2","0"
"2021 Spring Primary","08206","CITY OF BRILLION - CALUMET COUNTY","77","77","0","0"
"2021 Spring Primary","08211","CITY OF CHILTON - CALUMET COUNTY","117","117","0","0"
"2021 Spring Primary","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","195","195","0","0"
"2021 Spring Primary","09002","TOWN OF ANSON - CHIPPEWA COUNTY","71","0","0",""
"2021 Spring Primary","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","8","3","0","0"
"2021 Spring Primary","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","13","0","0",""
"2021 Spring Primary","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","24","0","0",""
"2021 Spring Primary","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","10","10","0","0"
"2021 Spring Primary","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","14","0","0",""
"2021 Spring Primary","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","25","25","0","0"
"2021 Spring Primary","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","10","0","0",""
"2021 Spring Primary","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","22","18","0","0"
"2021 Spring Primary","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","168","0","0",""
"2021 Spring Primary","09022","TOWN OF EDSON - CHIPPEWA COUNTY","16","0","0",""
"2021 Spring Primary","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","9","0","0",""
"2021 Spring Primary","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","13","13","0","0"
"2021 Spring Primary","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","10","0","0",""
"2021 Spring Primary","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","12","12","0","0"
"2021 Spring Primary","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","182","180","0","0"
"2021 Spring Primary","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","36","34","0","0"
"2021 Spring Primary","09036","TOWN OF RUBY - CHIPPEWA COUNTY","6","0","0",""
"2021 Spring Primary","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","37","32","0","0"
"2021 Spring Primary","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","22","16","0","0"
"2021 Spring Primary","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","44","44","0","0"
"2021 Spring Primary","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","117","117","0","0"
"2021 Spring Primary","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","27","0","0",""
"2021 Spring Primary","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","6","0","0",""
"2021 Spring Primary","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","34","0","0",""
"2021 Spring Primary","09128","VILLAGE OF LAKE HALLIE - CHIPPEWA COUNTY","207","0","0",""
"2021 Spring Primary","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","7","0","0",""
"2021 Spring Primary","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","187","185","0","0"
"2021 Spring Primary","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","646","644","0","0"
"2021 Spring Primary","09213","CITY OF CORNELL - CHIPPEWA COUNTY","41","0","0",""
"2021 Spring Primary","09281","CITY OF STANLEY - MULTIPLE COUNTIES","44","0","0",""
"2021 Spring Primary","10002","TOWN OF BEAVER - CLARK COUNTY","12","0","0",""
"2021 Spring Primary","10004","TOWN OF BUTLER - CLARK COUNTY","2","0","0",""
"2021 Spring Primary","10006","TOWN OF COLBY - CLARK COUNTY","13","0","0",""
"2021 Spring Primary","10008","TOWN OF DEWHURST - CLARK COUNTY","10","4","0","0"
"2021 Spring Primary","10010","TOWN OF EATON - CLARK COUNTY","12","0","0",""
"2021 Spring Primary","10014","TOWN OF FREMONT - CLARK COUNTY","21","0","0",""
"2021 Spring Primary","10016","TOWN OF GRANT - CLARK COUNTY","13","3","0","0"
"2021 Spring Primary","10018","TOWN OF GREEN GROVE - CLARK COUNTY","9","0","0",""
"2021 Spring Primary","10020","TOWN OF HENDREN - CLARK COUNTY","3","0","0",""
"2021 Spring Primary","10022","TOWN OF HEWETT - CLARK COUNTY","8","0","0",""
"2021 Spring Primary","10024","TOWN OF HIXON - CLARK COUNTY","2","0","0",""
"2021 Spring Primary","10026","TOWN OF HOARD - CLARK COUNTY","34","0","0",""
"2021 Spring Primary","10028","TOWN OF LEVIS - CLARK COUNTY","5","0","0",""
"2021 Spring Primary","10030","TOWN OF LONGWOOD - CLARK COUNTY","3","0","0",""
"2021 Spring Primary","10032","TOWN OF LOYAL - CLARK COUNTY","10","0","0",""
"2021 Spring Primary","10034","TOWN OF LYNN - CLARK COUNTY","12","0","0",""
"2021 Spring Primary","10036","TOWN OF MAYVILLE - CLARK COUNTY","5","0","0",""
"2021 Spring Primary","10038","TOWN OF MEAD - CLARK COUNTY","3","0","0",""
"2021 Spring Primary","10040","TOWN OF MENTOR - CLARK COUNTY","11","0","0",""
"2021 Spring Primary","10042","TOWN OF PINE VALLEY - CLARK COUNTY","24","17","0","0"
"2021 Spring Primary","10044","TOWN OF RESEBURG - CLARK COUNTY","4","0","0",""
"2021 Spring Primary","10046","TOWN OF SEIF - CLARK COUNTY","5","0","0",""
"2021 Spring Primary","10048","TOWN OF SHERMAN - CLARK COUNTY","25","0","0",""
"2021 Spring Primary","10050","TOWN OF SHERWOOD - CLARK COUNTY","1","0","0",""
"2021 Spring Primary","10052","TOWN OF THORP - CLARK COUNTY","30","12","0","0"
"2021 Spring Primary","10054","TOWN OF UNITY - CLARK COUNTY","5","4","0","0"
"2021 Spring Primary","10056","TOWN OF WARNER - CLARK COUNTY","4","1","0","0"
"2021 Spring Primary","10058","TOWN OF WASHBURN - CLARK COUNTY","19","0","0",""
"2021 Spring Primary","10060","TOWN OF WESTON - CLARK COUNTY","10","0","0",""
"2021 Spring Primary","10062","TOWN OF WITHEE - CLARK COUNTY","13","0","0",""
"2021 Spring Primary","10064","TOWN OF WORDEN - CLARK COUNTY","3","0","0",""
"2021 Spring Primary","10066","TOWN OF YORK - CLARK COUNTY","18","0","0",""
"2021 Spring Primary","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","6","0","0",""
"2021 Spring Primary","10131","VILLAGE OF GRANTON - CLARK COUNTY","5","0","0",""
"2021 Spring Primary","10191","VILLAGE OF WITHEE - CLARK COUNTY","5","5","0","0"
"2021 Spring Primary","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","23","0","0",""
"2021 Spring Primary","10211","CITY OF COLBY - MULTIPLE COUNTIES","79","0","0",""
"2021 Spring Primary","10231","CITY OF GREENWOOD - CLARK COUNTY","20","17","0","0"
"2021 Spring Primary","10246","CITY OF LOYAL - CLARK COUNTY","9","9","0","0"
"2021 Spring Primary","10261","CITY OF NEILLSVILLE - CLARK COUNTY","151","151","0","0"
"2021 Spring Primary","10265","CITY OF OWEN - CLARK COUNTY","13","13","0","0"
"2021 Spring Primary","10286","CITY OF THORP - CLARK COUNTY","27","0","0",""
"2021 Spring Primary","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","37","0","0",""
"2021 Spring Primary","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","95","94","0","0"
"2021 Spring Primary","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","15","15","0","0"
"2021 Spring Primary","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","18","18","0","0"
"2021 Spring Primary","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","135","132","0","0"
"2021 Spring Primary","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","27","27","0","0"
"2021 Spring Primary","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","16","0","0",""
"2021 Spring Primary","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","13","0","0",""
"2021 Spring Primary","11018","TOWN OF LEEDS - COLUMBIA COUNTY","25","22","0","0"
"2021 Spring Primary","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","41","41","0","0"
"2021 Spring Primary","11022","TOWN OF LODI - COLUMBIA COUNTY","168","0","0",""
"2021 Spring Primary","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","38","0","0",""
"2021 Spring Primary","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","23","23","0","0"
"2021 Spring Primary","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","22","0","0",""
"2021 Spring Primary","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","13","0","0",""
"2021 Spring Primary","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","125","125","0","0"
"2021 Spring Primary","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","15","14","0","0"
"2021 Spring Primary","11036","TOWN OF SCOTT - COLUMBIA COUNTY","16","0","0",""
"2021 Spring Primary","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","6","6","0","0"
"2021 Spring Primary","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","54","53","0","0"
"2021 Spring Primary","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","56","55","0","0"
"2021 Spring Primary","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","22","22","0","0"
"2021 Spring Primary","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","11","11","0","0"
"2021 Spring Primary","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","3","0","0",""
"2021 Spring Primary","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","50","39","0","0"
"2021 Spring Primary","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","4","0","0",""
"2021 Spring Primary","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","62","56","0","0"
"2021 Spring Primary","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","87","87","0","0"
"2021 Spring Primary","11177","VILLAGE OF RIO - COLUMBIA COUNTY","30","30","0","0"
"2021 Spring Primary","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","28","26","0","0"
"2021 Spring Primary","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","203","197","0","0"
"2021 Spring Primary","11246","CITY OF LODI - COLUMBIA COUNTY","176","176","0","0"
"2021 Spring Primary","11271","CITY OF PORTAGE - COLUMBIA COUNTY","496","496","0","0"
"2021 Spring Primary","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","120","116","0","0"
"2021 Spring Primary","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","28","0","0",""
"2021 Spring Primary","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","41","0","0",""
"2021 Spring Primary","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","17","0","0",""
"2021 Spring Primary","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","30","24","0","0"
"2021 Spring Primary","12010","TOWN OF HANEY - CRAWFORD COUNTY","9","7","0","0"
"2021 Spring Primary","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","8","0","0",""
"2021 Spring Primary","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","26","0","0",""
"2021 Spring Primary","12016","TOWN OF SCOTT - CRAWFORD COUNTY","12","2","0","0"
"2021 Spring Primary","12018","TOWN OF SENECA - CRAWFORD COUNTY","16","12","0","0"
